TableID,TableName,Name,DataType,Size,Nullable,Description,IsInCSV,Scrambled
6001000,Season,Season,integer,32,False,The college basketball season of the game,True,False
6001000,Season,StartYear,integer,32,False,The year in which the season started,True,False
6001000,Season,EndYear,integer,32,False,The year in which the season ended,True,False
6001000,Season,Description,string,10,True,The description of this season for display purposes (e.g. 2017-18; 2018-19; etc),True,False
6001000,Season,RegularSeasonStartDate,date,,True,The start date of the regular season,True,False
6001000,Season,PostSeasonStartDate,date,,True,The start date of the postseason,True,False
6001000,Season,ApiSeason,string,50,True,The string to pass into subsequent API calls in the season parameter,True,False
6002000,Conference,ConferenceID,integer,32,False,The ID of the team's conference,True,False
6002000,Conference,Name,string,50,False,The name of the team's conference,True,False
6002000,Conference,Teams,Team[],,True,The college teams within this conference,True,False
6003000,Team,TeamID,integer,32,False,The auto-generated unique ID of the Team,True,False
6003000,Team,[Key],string,10,False,A unique abbreviation of the team (e.g. OU; TTU; USC; UK; etc.) Due to being selected for uniqueness; these are not always a match with broadcaster abbreviations. For that use case; use ShortDisplayName.,True,False
6003000,Team,Active,boolean,,False,Whether or not this team is active,True,False
6003000,Team,School,string,50,True,The name of the school as used in college sports (e.g. SMU; South Florida; Stony Brook; UCLA; etc.),True,False
6003000,Team,Name,string,50,True,The mascot of the team (e.g. Sooners; Red Raiders; Trojans; Wildcats; etc.),True,False
6003000,Team,ApRank,integer,32,True,The AP Rank of the team ,True,False
6003000,Team,Wins,integer,32,True,The total number of wins by the school,True,False
6003000,Team,Losses,integer,32,True,The total number of losses by the school,True,False
6003000,Team,ConferenceWins,integer,32,True,The total number of conference wins by the school,True,False
6003000,Team,ConferenceLosses,integer,32,True,The total number of conference losses by the school,True,False
6003000,Team,GlobalTeamID,integer,32,False,A globally unique ID for this team. This value is guaranteed to be unique across all sports/leagues.,False,False
6003000,Team,ConferenceID,integer,32,True,The ID of the team's conference,True,False
6003000,Team,Conference,string,50,True,The name of the team's conference,True,False
6003000,Team,TeamLogoUrl,string,100,True,The url of the team logo image.,True,False
6003000,Team,ShortDisplayName,string,10,True,The short display name of the team,True,False
6003000,Team,Stadium,Stadium,,True,The home stadium of the team,True,False
6041000,TeamBasic,TeamID,integer,32,False,The auto-generated unique ID of the Team,True,False
6041000,TeamBasic,Key,string,10,False,A unique abbreviation of the team (e.g. OU; TTU; USC; UK; etc.) These are not recommended for front end use as they may not match common usage; see the ShortDisplayName instead.,True,False
6041000,TeamBasic,Active,boolean,,False,Whether or not this team is active,True,False
6041000,TeamBasic,School,string,50,True,The school of the team (e.g. Oklahoma University; Texas Tech University; University of Southern California; Kentucky University; etc),True,False
6041000,TeamBasic,Name,string,50,True,The mascot of the team (e.g. Sooners; Red Raiders; Trojans; Wildcats; etc.),True,False
6041000,TeamBasic,GlobalTeamID,integer,32,False,A globally unique ID for this team. This value is guaranteed to be unique across all sports/leagues.,False,False
6041000,TeamBasic,ConferenceID,integer,32,True,The ID of the team's conference,True,False
6041000,TeamBasic,Conference,string,50,True,The name of the team's conference,True,False
6041000,TeamBasic,TeamLogoUrl,string,100,True,The url of the team logo image.,True,False
6041000,TeamBasic,ShortDisplayName,string,10,True,The short display name of the team; recommended for front end applications. May not be unique; if you need a 100% unique letter identifier see the Key field in this table.,True,False
6041000,TeamBasic,Stadium,Stadium,,True,The home stadium of the team,True,False
6004000,Stadium,StadiumID,integer,32,False,The unique ID of the stadium,True,False
6004000,Stadium,Active,boolean,,False,Whether or not this stadium is the home venue for an active team,True,False
6004000,Stadium,Name,string,50,False,The full name of the stadium,True,False
6004000,Stadium,Address,string,50,True,The address where the stadium is located,True,False
6004000,Stadium,City,string,50,True,The city where the stadium is located,True,False
6004000,Stadium,State,string,50,True,The US state where the stadium is located (if Stadium is outside US; this value is NULL),True,False
6004000,Stadium,Zip,string,10,True,The zip code of the stadium,True,False
6004000,Stadium,Country,string,10,True,The 2-digit country code where the stadium is located,True,False
6004000,Stadium,Capacity,integer,32,True,The estimated seating capacity of the stadium,True,False
6004000,Stadium,GeoLat,decimal,32,True,The geographic latitude coordinate of this venue.,True,False
6004000,Stadium,GeoLong,decimal,32,True,The geographic longitude coordinate of this venue.,True,False
6006000,Game,GameID,integer,32,False,The unique ID of this game,True,False
6006000,Game,Season,integer,32,False,The College Basketball season of the game,True,False
6006000,Game,SeasonType,integer,32,False,The type of season that this record corresponds to (1=Regular Season; 2=Preseason; 3=Postseason; 4=Offseason; 5=AllStar).,True,False
6006000,Game,Status,string,20,True,Indicates the game's status. Possible values include: Scheduled; InProgress; Final; F/OT; Suspended; Postponed; Delayed; Canceled; Forfeit,True,False
6006000,Game,Day,date,,True,The date of the game,True,False
6006000,Game,DateTime,datetime,,True,The date and time of the game,True,False
6006000,Game,AwayTeam,string,10,True,The abbreviation of the Away Team,True,False
6006000,Game,HomeTeam,string,10,True,The abbreviation of the Home Team,True,False
6006000,Game,AwayTeamID,integer,32,True,The unique ID of the away team,True,False
6006000,Game,HomeTeamID,integer,32,True,The unique ID of the home team,True,False
6006000,Game,AwayTeamScore,integer,32,True,Total number of points the away team scored in this game,True,True
6006000,Game,HomeTeamScore,integer,32,True,Total number of points the home team scored in this game,True,True
6006000,Game,Updated,datetime,,True,The timestamp of when this game was last updated (in US Eastern Time),True,False
6006000,Game,Period,string,10,True,The current half of the game (Possible Values: 1; 2; Half; OT; F; F/OT; NULL),True,False
6006000,Game,TimeRemainingMinutes,integer,32,True,Number of minutes remaining in the half,True,False
6006000,Game,TimeRemainingSeconds,integer,32,True,Number of seconds remaining in the half,True,False
6006000,Game,PointSpread,decimal,32,True,The oddsmaker Point Spread at game start from the perspective of the HomeTeam (negative numbers indicate the HomeTeam is favored; positive numbers indicate the AwayTeam is favored). This is updated once daily at 4:00 AM ET.,True,True
6006000,Game,OverUnder,decimal,32,True,The oddsmaker Over/Under at game start. This is updated once daily at 4:00 AM ET.,True,True
6006000,Game,AwayTeamMoneyLine,integer,32,True,Money line from the perspective of the away team. This is updated once daily at 4:00 AM ET.,True,True
6006000,Game,HomeTeamMoneyLine,integer,32,True,Money line from the perspective of the home team. This is updated once daily at 4:00 AM ET.,True,True
6006000,Game,GlobalGameID,integer,32,False,A globally unique ID for this game. This value is guaranteed to be unique across all sports/leagues.,False,False
6006000,Game,GlobalAwayTeamID,integer,32,True,A globally unique ID for the away team. This value is guaranteed to be unique across all sports/leagues.,False,False
6006000,Game,GlobalHomeTeamID,integer,32,True,A globally unique ID for the home team. This value is guaranteed to be unique across all sports/leagues.,False,False
6006000,Game,TournamentID,integer,32,True,The unique ID of the tournament,True,False
6006000,Game,Bracket,string,50,True,The bracket of the tournament,True,False
6006000,Game,Round,integer,32,True,The current round of the tournament,True,True
6006000,Game,AwayTeamSeed,integer,32,True,The seed of the away team,True,True
6006000,Game,HomeTeamSeed,integer,32,True,The seed of the home team,True,True
6006000,Game,AwayTeamPreviousGameID,integer,32,True,The Id of one of the NCAA tournament games which feeds this game.  This gameid will be inaccurate/invalid in free trial as it is scrambled.  Null for some Round 1 and all play-in games.  Used for rendering.  Does not change after tournament records have been created.,True,True
6006000,Game,HomeTeamPreviousGameID,integer,32,True,The Id of one of the NCAA tournament games which feeds this game.  This gameid will be inaccurate/invalid in free trial as it is scrambled.  Null for some Round 1 and all play-in games.  Used for rendering.  Does not change after tournament records have been created.,True,True
6006000,Game,AwayTeamPreviousGlobalGameID,integer,32,True,The unique global ID of the away team's previous game (This gameid will be inaccurate/invalid in free trial as it is scrambled),True,True
6006000,Game,HomeTeamPreviousGlobalGameID,integer,32,True,The unique global ID of the away team's previous game (This gameid will be inaccurate/invalid in free trial as it is scrambled),True,True
6006000,Game,TournamentDisplayOrder,integer,32,True,The display order of this game. This is used for rendering NCAA Tournament bracket.,True,True
6006000,Game,TournamentDisplayOrderForHomeTeam,string,10,True,The display order of the home team for this game. This is used for rendering the NCAA Tournament bracket; and it indicates whether the home team should be displayed at the top or bottom of the game card. Possible values: Top; Bottom,True,True
6006000,Game,Periods,Period[],,True,The details of the periods (halves & overtime) for this game.,True,False
6006000,Game,IsClosed,boolean,,False,Indicates whether the game is over and the final score has been verified and closed out.,True,False
6006000,Game,GameEndDateTime,datetime,,True,The date and time that the game ended in US Eastern Time,True,False
6006000,Game,Stadium,Stadium,,True,The stadium details of where this game was played,False,False
6006000,Game,HomeRotationNumber,integer,32,True,Rotation number of home team for this game,True,True
6006000,Game,AwayRotationNumber,integer,32,True,Rotation number of away team for this game,True,True
6006000,Game,TopTeamPreviousGameId,integer,32,True,Previous game id of the team in the top slot of an NCAA tournament game.  Used for rendering.,True,True
6006000,Game,BottomTeamPreviousGameId,integer,32,True,Previous game id of the team in the bottom slot of an NCAA tournament game.  Used for rendering.,True,True
6006000,Game,Channel,string,10,True,The television station broadcasting the game,True,False
6006000,Game,NeutralVenue,boolean,,True,Indicates whether this game is played in a neutral venue,True,False
6006000,Game,AwayPointSpreadPayout,integer,32,True,The point spread payout for the away team,True,True
6006000,Game,HomePointSpreadPayout,integer,32,True,The point spread payout for the home team,True,True
6006000,Game,OverPayout,integer,32,True,The payout when betting the Over of the Over/Under,True,True
6006000,Game,UnderPayout,integer,32,True,The payout when betting the Under of the Over/Under,True,True
6006000,Game,DateTimeUTC,datetime,,True,The date and time of the game in UTC,True,False
6006000,Game,Attendance,integer,32,True,The attendance of the game when available,False,
6042000,ScoreBasic,GameID,integer,32,False,The unique ID of this game,True,False
6042000,ScoreBasic,Season,integer,32,False,The College Basketball season of the game,True,False
6042000,ScoreBasic,SeasonType,integer,32,False,The type of season that this record corresponds to (1=Regular Season; 2=Preseason; 3=Postseason; 4=Offseason; 5=AllStar).,True,False
6042000,ScoreBasic,Status,string,20,True,Indicates the game's status. Possible values include: Scheduled; InProgress; Final; F/OT; Suspended; Postponed; Delayed; Canceled; Forfeit,True,False
6042000,ScoreBasic,Day,date,,True,The date of the game,True,False
6042000,ScoreBasic,DateTime,datetime,,True,The date and time of the game,True,False
6042000,ScoreBasic,AwayTeam,string,10,True,The abbreviation of the Away Team,True,False
6042000,ScoreBasic,HomeTeam,string,10,True,The abbreviation of the Home Team,True,False
6042000,ScoreBasic,AwayTeamID,integer,32,True,The unique ID of the away team,True,False
6042000,ScoreBasic,HomeTeamID,integer,32,True,The unique ID of the home team,True,False
6042000,ScoreBasic,Updated,datetime,,True,The timestamp of when this game was last updated (in US Eastern Time),True,False
6042000,ScoreBasic,TournamentID,integer,32,True,The unique ID of the tournament,True,False
6042000,ScoreBasic,Bracket,string,50,True,The bracket of the tournament,True,False
6042000,ScoreBasic,Round,integer,32,True,The current round of the tournament,True,True
6042000,ScoreBasic,AwayTeamSeed,integer,32,True,The seed of the away team,True,True
6042000,ScoreBasic,HomeTeamSeed,integer,32,True,The seed of the home team,True,True
6042000,ScoreBasic,IsClosed,boolean,,False,Indicates whether the game is over and the final score has been verified and closed out.,True,False
6042000,ScoreBasic,GameEndDateTime,datetime,,True,The date and time that the game ended in US Eastern Time,True,False
6042000,ScoreBasic,NeutralVenue,boolean,,True,Indicates whether this game is played in a neutral venue,True,False
6042000,ScoreBasic,DateTimeUTC,datetime,,True,The date and time of the game in UTC,True,False
6042000,ScoreBasic,AwayTeamScore,integer,32,True,Total number of points the away team scored in this game,True,True
6042000,ScoreBasic,HomeTeamScore,integer,32,True,Total number of points the home team scored in this game,True,True
6040000,ScheduleBasic,GameID,integer,32,False,The unique ID of this game,True,False
6040000,ScheduleBasic,Season,integer,32,False,The College Basketball season of the game,True,False
6040000,ScheduleBasic,SeasonType,integer,32,False,The type of season that this record corresponds to (1=Regular Season; 2=Preseason; 3=Postseason; 4=Offseason; 5=AllStar).,True,False
6040000,ScheduleBasic,Status,string,20,True,Indicates the game's status. Possible values include: Scheduled; InProgress; Final; F/OT; Suspended; Postponed; Delayed; Canceled; Forfeit,True,False
6040000,ScheduleBasic,Day,date,,True,The date of the game,True,False
6040000,ScheduleBasic,DateTime,datetime,,True,The date and time of the game,True,False
6040000,ScheduleBasic,AwayTeam,string,10,True,The abbreviation of the Away Team,True,False
6040000,ScheduleBasic,HomeTeam,string,10,True,The abbreviation of the Home Team,True,False
6040000,ScheduleBasic,AwayTeamID,integer,32,True,The unique ID of the away team,True,False
6040000,ScheduleBasic,HomeTeamID,integer,32,True,The unique ID of the home team,True,False
6040000,ScheduleBasic,AwayTeamScore,integer,32,True,Total number of points the away team scored in this game,True,True
6040000,ScheduleBasic,HomeTeamScore,integer,32,True,Total number of points the home team scored in this game,True,True
6040000,ScheduleBasic,Updated,datetime,,True,The timestamp of when this game was last updated (in US Eastern Time),True,False
6040000,ScheduleBasic,GlobalGameID,integer,32,False,A globally unique ID for this game. This value is guaranteed to be unique across all sports/leagues.,False,False
6040000,ScheduleBasic,TournamentID,integer,32,True,The unique ID of the tournament,True,False
6040000,ScheduleBasic,Bracket,string,50,True,The bracket of the tournament,True,False
6040000,ScheduleBasic,Round,integer,32,True,The current round of the tournament,True,True
6040000,ScheduleBasic,AwayTeamSeed,integer,32,True,The seed of the away team,True,True
6040000,ScheduleBasic,HomeTeamSeed,integer,32,True,The seed of the home team,True,True
6040000,ScheduleBasic,IsClosed,boolean,,False,Indicates whether the game is over and the final score has been verified and closed out.,True,False
6040000,ScheduleBasic,GameEndDateTime,datetime,,True,The date and time that the game ended in US Eastern Time,True,False
6040000,ScheduleBasic,NeutralVenue,boolean,,True,Indicates whether this game is played in a neutral venue,True,False
6040000,ScheduleBasic,DateTimeUTC,datetime,,True,The date and time of the game in UTC,True,False
6040000,ScheduleBasic,GlobalAwayTeamID,integer,32,False,A globally unique ID for the away team. This value is guaranteed to be unique across all sports/leagues.,False,False
6040000,ScheduleBasic,GlobalHomeTeamID,integer,32,False,A globally unique ID for the home team. This value is guaranteed to be unique across all sports/leagues.,False,False
6007000,Period,PeriodID,integer,32,False,The unique ID for the period,True,False
6007000,Period,GameID,integer,32,False,The unique ID of the game,True,False
6007000,Period,Number,integer,32,False,The Number (Order) of the Period in the scope of the Game.,True,False
6007000,Period,Name,string,10,False,The Name of the Quarter (possible values: 1; 2; OT; OT2; OT3; etc),True,False
6007000,Period,Type,string,10,False,Indicates whether this period is the first/second half or overtime (possible values: Half; Overtime),True,False
6007000,Period,AwayScore,integer,32,True,The total points scored by the away team in this Period.,True,True
6007000,Period,HomeScore,integer,32,True,The total points scored by the away team in this Period.,True,True
6008000,Player,PlayerID,integer,32,False,The player's unique PlayerID as assigned by SportsDataIO.,True,False
6008000,Player,FirstName,string,50,True,The player's first name.,True,False
6008000,Player,LastName,string,50,True,The player's last name.,True,False
6008000,Player,TeamID,integer,32,True,The TeamID of the team this player is employed by.,True,False
6008000,Player,Team,string,10,True,The key/abbreviation of the team this player is employed by.,True,False
6008000,Player,Jersey,integer,32,True,The player's jersey number.,True,False
6008000,Player,Position,string,10,True,The player's eligible position(s). Possible values: C; F; F-C; G; G-F,True,False
6008000,Player,Class,string,50,True,The class of the year (e.g. Freshman; Sophomore; Junior; or Senior),True,False
6008000,Player,Height,integer,32,True,The player's height in inches.,True,False
6008000,Player,Weight,integer,32,True,The player's weight in pounds (lbs).,True,False
6008000,Player,BirthCity,string,50,True,The city in which the player was born.,True,False
6008000,Player,BirthState,string,50,True,The state in which the player was born.,True,False
6008000,Player,HighSchool,string,50,True,The high school that the player attended.,True,False
6008000,Player,SportRadarPlayerID,string,50,True,The player's cross reference PlayerID to the SportRadar API.,True,False
6008000,Player,RotoworldPlayerID,integer,32,True,The player's cross reference PlayerID to the Rotoworld news feed.,True,False
6008000,Player,RotoWirePlayerID,integer,32,True,The player's cross reference PlayerID to the RotoWire news feed.,True,False
6008000,Player,FantasyAlarmPlayerID,integer,32,True,The player's cross reference PlayerID to the FantasyAlarm news feed.,True,False
6008000,Player,GlobalTeamID,integer,32,True,A globally unique ID for this team. This value is guaranteed to be unique across all sports/leagues.,False,False
6008000,Player,InjuryStatus,string,32,True,Injury status (Questionable; Out; etc),True,True
6008000,Player,InjuryBodyPart,string,32,True,Body part injured,True,True
6008000,Player,InjuryNotes,string,32,True,Injury description and expected availability,True,True
6008000,Player,InjuryStartDate,datetime,32,True,Date on which injury occurred,True,True
6043000,PlayerBasic,PlayerID,integer,32,False,The player's unique PlayerID as assigned by SportsDataIO.,True,False
6043000,PlayerBasic,FirstName,string,50,True,The player's first name.,True,False
6043000,PlayerBasic,LastName,string,50,True,The player's last name.,True,False
6043000,PlayerBasic,TeamID,integer,32,True,The TeamID of the team this player is employed by.,True,False
6043000,PlayerBasic,Team,string,10,True,The key/abbreviation of the team this player is employed by.,True,False
6043000,PlayerBasic,Jersey,integer,32,True,The player's jersey number.,True,False
6043000,PlayerBasic,Position,string,10,True,The player's eligible position(s). Possible values: C; F; F-C; G; G-F,True,False
6043000,PlayerBasic,Class,string,50,True,The class of the year (e.g. Freshman; Sophomore; Junior; or Senior),True,False
6043000,PlayerBasic,Height,integer,32,True,The player's height in inches.,True,False
6043000,PlayerBasic,Weight,integer,32,True,The player's weight in pounds (lbs).,True,False
6043000,PlayerBasic,BirthCity,string,50,True,The city in which the player was born.,True,False
6043000,PlayerBasic,BirthState,string,50,True,The state in which the player was born.,True,False
6043000,PlayerBasic,GlobalTeamID,integer,32,True,A globally unique ID for this team. This value is guaranteed to be unique across all sports/leagues.,False,False
6011000,PlayerGame,StatID,integer,32,False,The unique ID of the stat,True,False
6011000,PlayerGame,TeamID,integer,32,True,The unique ID of the team,True,False
6011000,PlayerGame,PlayerID,integer,32,True,Unique ID assigned to each player that stays with them throughout their career,True,False
6011000,PlayerGame,SeasonType,integer,32,True,The type of season that this record corresponds to (1=Regular Season; 2=Preseason; 3=Postseason; 4=Offseason; 5=AllStar).,True,False
6011000,PlayerGame,Season,integer,32,True,The college basketball season of the game,True,False
6011000,PlayerGame,Name,string,50,True,Player's name,True,False
6011000,PlayerGame,Team,string,10,True,The abbreviation of the Team,True,False
6011000,PlayerGame,Position,string,10,True,The player's position associated with the given game or season. Possible values: C; F; FC; G; GF; PF; PG; SF; SG,True,False
6011000,PlayerGame,FanDuelSalary,integer,32,True,The player's salary for FanDuel daily fantasy contests.,True,True
6011000,PlayerGame,DraftKingsSalary,integer,32,True,The player's salary for DraftKings daily fantasy contests.,True,True
6011000,PlayerGame,FantasyDataSalary,integer,32,True,The player's salary as calculated by SportsDataIO (formerly known as FantasyData). Based on the same salary cap as DraftKings contests ($50;000).,True,True
6011000,PlayerGame,YahooSalary,integer,32,True,The player's salary for Yahoo daily fantasy contests.,True,True
6011000,PlayerGame,InjuryStatus,string,50,True,Indicates the player's injury status.  Free text; can vary.,True,False
6011000,PlayerGame,InjuryBodyPart,string,50,True,The body part that is injured (Knee; Groin; Calf; Hamstring; etc.),True,False
6011000,PlayerGame,InjuryStartDate,date,,True,The day that the injury started or first discovered.,True,False
6011000,PlayerGame,InjuryNotes,string,250,True,Brief description of the player's injury and expected availability.,True,False
6011000,PlayerGame,FanDuelPosition,string,10,True,The player's eligible position in FanDuel's daily fantasy sports platform.,True,False
6011000,PlayerGame,DraftKingsPosition,string,10,True,The player's eligible position in DraftKings' daily fantasy sports platform.,True,False
6011000,PlayerGame,YahooPosition,string,10,True,The player's eligible position in Yahoo's daily fantasy sports platform.,True,False
6011000,PlayerGame,OpponentRank,integer,32,True,The ranking of the player's opponent with regards to fantasy points allowed.,True,False
6011000,PlayerGame,OpponentPositionRank,integer,32,True,The ranking of the player's opponent by position with regards to fantasy points allowed.,True,False
6011000,PlayerGame,GlobalTeamID,integer,32,True,A globally unique ID for this player's team. This value is guaranteed to be unique across all sports/leagues.,False,False
6011000,PlayerGame,GameID,integer,32,True,The unique ID of this game,True,False
6011000,PlayerGame,OpponentID,integer,32,True,The unique ID of the team's opponent,True,False
6011000,PlayerGame,Opponent,string,10,True,The name of the opponent ,True,False
6011000,PlayerGame,Day,date,,True,The day of the game,True,False
6011000,PlayerGame,DateTime,datetime,,True,The date and time of the game,True,False
6011000,PlayerGame,HomeOrAway,string,4,True,Whether the team is home or away,True,False
6011000,PlayerGame,IsGameOver,boolean,,False,Whether the game is over (true/false),True,False
6011000,PlayerGame,GlobalGameID,integer,32,True,A globally unique ID for this game. This value is guaranteed to be unique across all sports/leagues.,False,False
6011000,PlayerGame,GlobalOpponentID,integer,32,True,A globally unique ID for this team's opponent. This value is guaranteed to be unique across all sports/leagues.,True,False
6011000,PlayerGame,Updated,datetime,,True,The timestamp of when the record was last updated (US Eastern Time).,True,False
6011000,PlayerGame,Games,integer,32,True,The number of games played.,True,False
6011000,PlayerGame,FantasyPoints,decimal,32,True,Total fantasy points,True,True
6011000,PlayerGame,Minutes,integer,32,True,Total number of minutes played,True,True
6011000,PlayerGame,FieldGoalsMade,integer,32,True,Total number of field goals made,True,True
6011000,PlayerGame,FieldGoalsAttempted,integer,32,True,Total number of field goals attempted,True,True
6011000,PlayerGame,FieldGoalsPercentage,decimal,32,True,Total field goal percentage,True,True
6011000,PlayerGame,EffectiveFieldGoalsPercentage,decimal,32,True,Total effective field goals percentage,True,True
6011000,PlayerGame,TwoPointersMade,integer,32,True,Total two pointers made,True,True
6011000,PlayerGame,TwoPointersAttempted,integer,32,True,Total two pointers attempted,True,True
6011000,PlayerGame,TwoPointersPercentage,decimal,32,True,Total two pointers percentage,True,True
6011000,PlayerGame,ThreePointersMade,integer,32,True,Total three pointers made,True,True
6011000,PlayerGame,ThreePointersAttempted,integer,32,True,Total three pointers attempted,True,True
6011000,PlayerGame,ThreePointersPercentage,decimal,32,True,Total three pointers percentage,True,True
6011000,PlayerGame,FreeThrowsMade,integer,32,True,Total free throws made,True,True
6011000,PlayerGame,FreeThrowsAttempted,integer,32,True,Total free throws attempted,True,True
6011000,PlayerGame,FreeThrowsPercentage,decimal,32,True,Total free throws percentage,True,True
6011000,PlayerGame,OffensiveRebounds,integer,32,True,Total offensive rebounds,True,True
6011000,PlayerGame,DefensiveRebounds,integer,32,True,Total defensive rebounds,True,True
6011000,PlayerGame,Rebounds,integer,32,True,Total rebounds,True,True
6011000,PlayerGame,OffensiveReboundsPercentage,decimal,32,True,Total offensive rebounds percentage,True,True
6011000,PlayerGame,DefensiveReboundsPercentage,decimal,32,True,Total defensive rebounds percentage,True,True
6011000,PlayerGame,TotalReboundsPercentage,decimal,32,True,The player/team total rebounds percentage,True,True
6011000,PlayerGame,Assists,integer,32,True,Total assists,True,True
6011000,PlayerGame,Steals,integer,32,True,Total steals,True,True
6011000,PlayerGame,BlockedShots,integer,32,True,Total blocked shots,True,True
6011000,PlayerGame,Turnovers,integer,32,True,Total turnovers,True,True
6011000,PlayerGame,PersonalFouls,integer,32,True,Total personal fouls,True,True
6011000,PlayerGame,Points,integer,32,True,Total points,True,True
6011000,PlayerGame,TrueShootingAttempts,decimal,32,True,The player's true shooting attempts as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
6011000,PlayerGame,TrueShootingPercentage,decimal,32,True,The player's true shooting percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
6011000,PlayerGame,PlayerEfficiencyRating,decimal,32,True,The player's linear weight efficiency rating as defined here: http://bleacherreport.com/articles/113144-cracking-the-code-how-to-calculate-hollingers-per-without-all-the-mess,True,True
6011000,PlayerGame,AssistsPercentage,decimal,32,True,The player's assist percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
6011000,PlayerGame,StealsPercentage,decimal,32,True,The player's steal percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
6011000,PlayerGame,BlocksPercentage,decimal,32,True,The player's block percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
6011000,PlayerGame,TurnOversPercentage,decimal,32,True,The player's turnover percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
6011000,PlayerGame,UsageRatePercentage,decimal,32,True,The player's usage rate percentage as defined here: http://www.basketball-reference.com/about/glossary.html,True,True
6011000,PlayerGame,FantasyPointsFanDuel,decimal,32,True,Total Fan Duel daily fantasy points scored,True,True
6011000,PlayerGame,FantasyPointsDraftKings,decimal,32,True,Total Draft Kings daily fantasy points scored,True,True
6011000,PlayerGame,FantasyPointsYahoo,decimal,32,True,Total Yahoo daily fantasy points scored,True,True
6012000,TeamGame,StatID,integer,32,False,The unique ID of the stat,True,False
6012000,TeamGame,TeamID,integer,32,True,The unique ID of the team,True,False
6012000,TeamGame,SeasonType,integer,32,True,The type of season that this record corresponds to (1=Regular Season; 2=Preseason; 3=Postseason; 4=Offseason; 5=AllStar).,True,False
6012000,TeamGame,Season,integer,32,True,The college basketball season of the game,True,False
