TableID,TableName,Name,DataType,Size,Nullable,Description,IsInCSV,Scrambled
6021000,GameInfo,AwayRotationNumber,integer,32,True,Rotation number of away team for this game,True,True
6021000,GameInfo,AlternateMarketPregameOdds,GameOdd[],,True,List of Alternate Market Pregame GameOdds from different sportsbooks,True,False
6022000,GameOdd,GameOddId,integer,32,False,Unique ID of this odd,True,False
6022000,GameOdd,Sportsbook,string,25,False,Name of sportsbook,True,True
6022000,GameOdd,GameId,integer,32,False,The unique ID of the game,True,False
6022000,GameOdd,Created,datetime,,False,The timestamp of when these odds were first created; based on US Eatern Time (EST/EDT).,True,False
6022000,GameOdd,Updated,datetime,,False,The timestamp of when these odds were last updated; based on US Eatern Time (EST/EDT). If these are the latest odds for this game; and they have not been updated within the last few minutes; then it indicates that there were problems connecting to the sportsbook.,True,False
6022000,GameOdd,HomeMoneyLine,integer,32,True,The sportsbook's money line for the home team,True,True
6022000,GameOdd,AwayMoneyLine,integer,32,True,The sportsbook's money line for the away team,True,True
6022000,GameOdd,HomePointSpread,decimal,32,True,The sportsbook's point spread for the home team,True,True
6022000,GameOdd,AwayPointSpread,decimal,32,True,The sportsbook's point spread for the away team,True,True
6022000,GameOdd,HomePointSpreadPayout,integer,32,True,The sportsbook's point spread payout for the home team,True,True
6022000,GameOdd,AwayPointSpreadPayout,integer,32,True,The sportsbook's point spread payout for the away team,True,True
6022000,GameOdd,OverUnder,decimal,32,True,The sportsbook's total points scored over under for the game,True,True
6022000,GameOdd,OverPayout,integer,32,True,The sportsbook's payout for the over,True,True
6022000,GameOdd,UnderPayout,integer,32,True,The sportsbook's payout for the under,True,True
6022000,GameOdd,SportsbookId,integer,32,True,Unique ID of the sportsbook,True,False
6022000,GameOdd,OddType,string,50,True,The odd type of this specific odd,True,False
6022000,GameOdd,SportsbookUrl,string,500,True,The URL for sportsbook event,True,False
6022000,GameOdd,Unlisted,datetime,,True,The timestamp when these odds were no longer seen; based on US Eastern Time (EST/EDT),False,False
6044000,GameOddOutcome,GameOddId,integer,32,False,Unique ID of this odd,True,False
6044000,GameOddOutcome,GameOddResultTypeId,integer,32,True,The GameOddResultType of this outcome as an integer,True,False
6044000,GameOddOutcome,GameOddResultType,string,100,True,The string identifier of the GameOddResultType of this outcome (e.g. Won; Lost; Push; Not Resulted; Incomplete),True,False
6044000,GameOddOutcome,OddType,string,500,True,The market type of the odd (ex: live; pregame; 1st-5th Inning; etc),True,False
6044000,GameOddOutcome,GameOddType,string,100,True,The GameOddOutcomeType of this outcome as a string,True,False
6044000,GameOddOutcome,BetValue,decimal,32,True,The value that was bet in this outcome (if applicable),True,False
6044000,GameOddOutcome,ActualValue,decimal,32,True,The value that actually occurred in game (if applicable),True,False
6045000,GameOddResult,GameOddID,integer,32,False,Unique ID of this odd,True,False
6045000,GameOddResult,Sportsbook,string,25,False,Name of sportsbook,True,True
6045000,GameOddResult,GameID,integer,32,False,The unique ID of the game,True,False
6045000,GameOddResult,Created,datetime,,False,The timestamp of when these odds were first created; based on US Eatern Time (EST/EDT).,True,False
6045000,GameOddResult,Updated,datetime,,False,The timestamp of when these odds were last updated; based on US Eatern Time (EST/EDT). If these are the latest odds for this game; and they have not been updated within the last few minutes; then it indicates that there were problems connecting to the sportsbook.,True,False
6045000,GameOddResult,HomeMoneyLine,integer,32,True,The sportsbook's money line for the home team,True,True
6045000,GameOddResult,AwayMoneyLine,integer,32,True,The sportsbook's money line for the away team,True,True
6045000,GameOddResult,HomePointSpread,decimal,32,True,The sportsbook's point spread for the home team,True,True
6045000,GameOddResult,AwayPointSpread,decimal,32,True,The sportsbook's point spread for the away team,True,True
6045000,GameOddResult,HomePointSpreadPayout,integer,32,True,The sportsbook's point spread payout for the home team,True,True
6045000,GameOddResult,AwayPointSpreadPayout,integer,32,True,The sportsbook's point spread payout for the away team,True,True
6045000,GameOddResult,OverUnder,decimal,32,True,The sportsbook's total points scored over under for the game,True,True
6045000,GameOddResult,OverPayout,integer,32,True,The sportsbook's payout for the over,True,True
6045000,GameOddResult,UnderPayout,integer,32,True,The sportsbook's payout for the under,True,True
6045000,GameOddResult,SportsbookID,integer,32,True,Unique ID of the sportsbook,True,False
6045000,GameOddResult,SportsbookUrl,string,500,True,The URL for sportsbook event,True,False
6045000,GameOddResult,OddType,string,50,True,The odd type of this specific odd,True,False
6045000,GameOddResult,GameOddOutcomeResults,GameOddOutcome[],,True,The list of outcomes under this Game Odd Record with results,True,False
6046000,GameInfoResult,GameID,integer,32,False,The unique ID of the game.,True,False
6046000,GameInfoResult,Season,integer,32,False,The calendar year of the season during which this game occurs.,True,False
6046000,GameInfoResult,SeasonType,integer,32,False,The type of season that this record corresponds to (1=Regular Season; 2=Preseason; 3=Postseason; 4=Offseason; 5=AllStar).,True,False
6046000,GameInfoResult,Day,date,,True,The day that the game is scheduled to be played in UTC.,True,False
6046000,GameInfoResult,DateTime,datetime,,True,The date/time that the game is scheduled to be played in UTC.,True,False
6046000,GameInfoResult,Status,string,25,True,Indicates the game's status. Possible values include: Scheduled; InProgress; Final; F/OT; Suspended; Postponed; Delayed; Canceled; Forfeit,True,False
6046000,GameInfoResult,AwayTeamID,integer,32,True,The TeamId of the away team.,True,False
6046000,GameInfoResult,HomeTeamID,integer,32,True,The TeamId of the home team.,True,False
6046000,GameInfoResult,AwayTeamName,string,50,True,The name of the away team.,True,False
6046000,GameInfoResult,HomeTeamName,string,50,True,The name of the home team.,True,False
6046000,GameInfoResult,GlobalGameID,integer,32,False,A globally unique ID for this game. This value is guaranteed to be unique across all sports/leagues.,False,False
6046000,GameInfoResult,GlobalAwayTeamID,integer,32,True,A globally unique ID for the away team. This value is guaranteed to be unique across all sports/leagues.,False,False
6046000,GameInfoResult,GlobalHomeTeamID,integer,32,True,A globally unique ID for the home team. This value is guaranteed to be unique across all sports/leagues.,False,False
6046000,GameInfoResult,PregameOdds,GameOddResult[],,True,List of Pregame GameOdds from different sportsbooks with results,True,False
6046000,GameInfoResult,HomeTeamScore,integer,32,True,Score of the home team (updated after game ends to allow for resolving bets),True,True
6046000,GameInfoResult,AwayTeamScore,integer,32,True,Score of the away team (updated after game ends to allow for resolving bets),True,True
6046000,GameInfoResult,TotalScore,integer,32,True,Total scored points in the game (updated after game ends to allow for resolving bets),True,True
6046000,GameInfoResult,HomeRotationNumber,integer,32,True,I	Rotation number of home team for this game,True,True
6046000,GameInfoResult,AwayRotationNumber,integer,32,True,Rotation number of away team for this game,True,True
6046000,GameInfoResult,AlternateMarketPregameOdds,GameOddResult[],,True,List of Alternate Market Pregame GameOdds from different sportsbooks with results,True,False
6046000,GameInfoResult,Period,string,10,True,The current half of the game (Possible Values: 1; 2; Half; OT; F; F/OT; NULL),True,False
6046000,GameInfoResult,TimeRemainingMinutes,integer,32,True,Number of minutes remaining in the half,True,False
6046000,GameInfoResult,TimeRemainingSeconds,integer,32,True,Number of seconds remaining in the half,True,False
6046000,GameInfoResult,Periods,Period[],,True,The details of the periods (halves & overtime) for this game.,True,False
6046000,GameInfoResult,IsClosed,boolean,,False,Indicates whether the game is over and the final score has been verified and closed out.,True,False
6046000,GameInfoResult,LiveOdds,GameOddResult[],,True,List of Live Odds from different sportsbooks with results,False,False
6023000,TeamTrends,Team,string,50,True,Abbreviation of the team (e.g. OU; TTU; USC; UK; etc.),True,False
6023000,TeamTrends,TeamID,integer,32,True,The auto-generated unique ID of the Team,True,False
6023000,TeamTrends,UpcomingGame,Game,,True,Upcoming game for this team,True,False
6023000,TeamTrends,TeamGameTrends,TeamGameTrends[],,True,The collection of Game Trends for this team,True,False
6024000,TeamGameTrends,Scope,string,50,False,The type of Trend (e.g. Last 5 games; Last 10 games; Last 5 home games; etc.),True,False
6024000,TeamGameTrends,TeamID,integer,32,False,The auto-generated unique ID of the Team,True,False
6024000,TeamGameTrends,Team,string,50,False,Abbreviation of the Team (e.g. OU; TTU; USC; UK; etc.),True,False
6024000,TeamGameTrends,OpponentID,integer,32,True,The auto-generated unique ID of the Opponent Team,True,False
6024000,TeamGameTrends,Opponent,string,50,True,Abbreviation of the Opponent Team (e.g. OU; TTU; USC; UK; etc.),True,False
6024000,TeamGameTrends,Wins,integer,32,False,Wins relating to the scope,True,True
6024000,TeamGameTrends,Losses,integer,32,False,Losses relating to the scope,True,True
6024000,TeamGameTrends,Ties,integer,32,False,Ties relating to the scope,True,True
6024000,TeamGameTrends,WinsAgainstTheSpread,integer,32,True,Wins against the spread relating to the scope,True,True
6024000,TeamGameTrends,LossesAgainstTheSpread,integer,32,True,Losses against the spread relating to the scope,True,True
6024000,TeamGameTrends,PushesAgainstTheSpread,integer,32,True,Pushes against the spread relating to the scope,True,True
6024000,TeamGameTrends,Overs,integer,32,True,Amount of times the total score goes over the OverUnder,True,True
6024000,TeamGameTrends,Unders,integer,32,True,Amount of times the total score goes under the OverUnder,True,True
6024000,TeamGameTrends,OverUnderPushes,integer,32,True,Amount of times the total score pushes the OverUnder,True,True
6024000,TeamGameTrends,AverageScore,decimal,32,True,Average score of team,True,True
6024000,TeamGameTrends,AverageOpponentScore,decimal,32,True,Average score of opponent,True,True
6025000,MatchupTrends,UpcomingGame,Game,,True,Upcoming game between the team and the opponent,True,False
6025000,MatchupTrends,TeamTrends,TeamTrends[],,True,The collection of team trends between each team,True,False
6025000,MatchupTrends,TeamMatchupTrends,TeamGameTrends[],,True,The collection of team game trends against opponent,True,False
6025000,MatchupTrends,OpponentMatchupTrends,TeamGameTrends[],,True,The collection of opponent game trends against team,True,False
6025000,MatchupTrends,PreviousGames,Game[],,True,The collection of last 10 game scores between each team,True,False
6026000,BettingEvent,BettingEventID,int,32,False,The unique identifier for this betting event,True,False
6026000,BettingEvent,Name,string,32,True,The name of this betting event,True,False
6026000,BettingEvent,Season,int,32,True,The season of this betting event,True,False
6026000,BettingEvent,BettingEventTypeID,int,32,False,The identifier of the bet type of this betting event,True,False
6026000,BettingEvent,BettingEventType,string,32,False,The name of the bet type of this betting event,True,False
6026000,BettingEvent,StartDate,datetime,,True,The furthest forward time any book has a market set to close for this betting event,True,False
6026000,BettingEvent,Created,datetime,,True,The created date of this betting event,True,False
6026000,BettingEvent,Updated,datetime,,True,The last updated date of this betting event,True,False
6026000,BettingEvent,GameID,int,32,True,The GameId of the game tied to this event,True,False
6026000,BettingEvent,GlobalGameID,int,32,True,The GlobalGameId of the game tied to this event,False,False
6026000,BettingEvent,GameStatus,string,32,True,The status of the game tied to this event,True,True
6026000,BettingEvent,AwayTeam,string,32,True,The Away Team Key of the game tied to this event,True,False
6026000,BettingEvent,HomeTeam,string,32,True,The Home team key of the game tied to this event,True,False
6026000,BettingEvent,AwayTeamID,int,32,True,The Away team ID of the game tied to this event,True,False
6026000,BettingEvent,HomeTeamID,int,32,True,The Home team ID of the game tied to this event,True,False
6026000,BettingEvent,GlobalAwayTeamID,int,32,True,The global away team id of the game tied to this event,False,False
6026000,BettingEvent,GlobalHomeTeamID,int,32,True,The global home team id of the game tied to this event,False,False
6026000,BettingEvent,AwayTeamScore,int,32,True,The away team score of the game tied to this event (post-game),True,True
6026000,BettingEvent,HomeTeamScore,int,32,True,The home team score of the game tied to this event (post-game),True,True
6026000,BettingEvent,TotalScore,int,32,True,The combined scores of the home and away team of the game tied to this event (post-game),True,True
6026000,BettingEvent,AwayRotationNumber,int,32,True,The away team rotation number of the game tied to this event,True,False
6026000,BettingEvent,HomeRotationNumber,int,32,True,The home team rotation number of the game tied to this event,True,False
6026000,BettingEvent,BettingMarkets,BettingMarket[],32,True,The list of betting markets for this event,True,False
6026000,BettingEvent,GameStartTime,datetime,32,True,The date and time the connected game starts; where applicable,True,False
6027000,BettingMarket,BettingMarketID,int,32,False,The unique identifier of this betting market,True,False
6027000,BettingMarket,BettingEventID,int,32,False,The unique identifier of the event this betting market exists for,True,False
6027000,BettingMarket,BettingMarketTypeID,int,32,True,The BettingMarketTypeID of this market,True,True
6027000,BettingMarket,BettingMarketType,string,32,True,The BettingMarketType of this market,True,True
6027000,BettingMarket,BettingBetTypeID,int,32,True,The BettingBetTypeID of this market,True,True
6027000,BettingMarket,BettingBetType,string,32,True,The BettingBetType of this market,True,True
6027000,BettingMarket,BettingPeriodTypeID,int,32,True,The BettingPeriodTypeID of this market,True,True
6027000,BettingMarket,BettingPeriodType,string,32,True,The BettingPeriodType of this market,True,True
6027000,BettingMarket,Name,string,32,True,The generic name of this market,True,False
6027000,BettingMarket,TeamID,int,32,True,The team id of the team tied to this market (if applicable),True,True
6027000,BettingMarket,TeamKey,string,32,True,The team key of the team tied to this market (if applicable),True,True
6027000,BettingMarket,PlayerID,int,32,True,The player id of the player tied to this market (if applicable),True,True
6027000,BettingMarket,PlayerName,string,32,True,The name of the player tied to this market (if applicable),True,True
6027000,BettingMarket,Created,datetime,32,True,The created date of this market,True,False
6027000,BettingMarket,Updated,datetime,32,True,The last updated date of this market,True,False
6027000,BettingMarket,AvailableSportsbooks,Sportsbook[],32,True,The sportsbooks that have had odds in this market,True,False
6027000,BettingMarket,AnyBetsAvailable,bool,32,True,Shows if any bets are currently available for betting in this market,True,False
6027000,BettingMarket,BettingOutcomes,BettingOutcome[],32,True,The list of betting outcomes from each sportsbook in this market,True,False
6027000,BettingMarket,ConsensusOutcomes,ConsensusOutcome[],32,True,The single set of consesnus outcomes of this market,True,False
6027000,BettingMarket,IsArchived,bool,,False,Indicates if the BettingOutcomes have been moved to the archives,True,False
6027000,BettingMarket,ArchiveLocation,string,,False,If IsArchived is true; the location (URL) from where to retrieve the archived BettingOutcomes (API key and sportsbook grouping required); otherwise an empty string,True,False
6028000,BettingOutcome,BettingOutcomeID,int,32,True,The unique identifier of this outcome,True,False
6028000,BettingOutcome,BettingMarketID,int,32,True,The unique identifier of the market this betting outcome exists for,True,False
6028000,BettingOutcome,SportsBook,Sportsbook,32,True,The sportsbook offering this outcome for betting,True,False
6028000,BettingOutcome,BettingOutcomeTypeID,int,32,True,The BettingOutcomeTypeID of this outcome,True,True
6028000,BettingOutcome,BettingOutcomeType,string,32,True,The BettingOutcomeType of this outcome,True,True
6028000,BettingOutcome,PayoutAmerican,int,32,True,The american odds payout ,True,True
6028000,BettingOutcome,PayoutDecimal,decimal,32,True,The decimal odds payout,True,True
6028000,BettingOutcome,Value,decimal,32,True,The number associated with the outcome (spread/total/etc),True,True
6028000,BettingOutcome,Participant,string,32,True,The name of the participant (typically team or player) associated with the outcome. NOTE: This is provided by the sportsbook. In the case of Player odds; we highly recommend using PlayerID as names of players can be inconsistent between sportsbooks.,True,False
6028000,BettingOutcome,IsAvailable,bool,32,True,Is this outcome available for betting as of last update,True,False
6028000,BettingOutcome,IsAlternate,bool,32,True,Is this an alternate value or the core value,True,False
6028000,BettingOutcome,Created,datetime,32,True,The created date of the outcome,True,False
6028000,BettingOutcome,Updated,datetime,32,True,The last updated date of the outcome,True,False
6028000,BettingOutcome,Unlisted,datetime,32,True,The datetime the outcome was unlisted (no longer available for bets),True,False
6028000,BettingOutcome,TeamID,int,32,True,The TeamID of the team assocated with this outcome (where applicable),True,True
6028000,BettingOutcome,PlayerID,int,32,True,The PlayerID of the player assocated with this outcome (where applicable),True,True
6028000,BettingOutcome,GlobalTeamID,int,32,True,The GlobalTeamID of the team assocated with this outcome (where applicable),False,True
6028000,BettingOutcome,SportsbookUrl,string,500,True,The URL for sportsbook event,True,True
6028000,BettingOutcome,IsInPlay,bool,1,True,Was this outcome created after the start time of the game (only applies when the betting event is of type game),True,False
6028000,BettingOutcome,SportsbookMarketID,string,100,True,The market ID on the given sportsbook when available for deep links,False,True
6028000,BettingOutcome,SportsbookOutcomeID,string,100,True,The outcome ID on the given sportsbook when available for deep links,False,True
6029000,Sportsbook,SportsbookID,int,32,False,The unique identifier of the sportsbook,True,False
6029000,Sportsbook,Name,string,32,False,The name of the sportsbooks,True,True
6030000,ConsensusOutcome,NumberOfSportsbooks,int,32,False,The number of sportsbooks odds that went into creating this consensus outcome,True,True
6030000,ConsensusOutcome,BettingOutcomeID,int,32,True,The unique identifier of this outcome,True,False
6030000,ConsensusOutcome,BettingMarketID,int,32,True,The unique identifier of the market this betting outcome exists for,True,False
6030000,ConsensusOutcome,SportsBook,Sportsbook,32,True,The sportsbook offering this outcome for betting,True,False
6030000,ConsensusOutcome,BettingOutcomeTypeID,int,32,True,The BettingOutcomeTypeID of this outcome,True,True
6030000,ConsensusOutcome,BettingOutcomeType,string,32,True,The BettingOutcomeType of this outcome,True,True
6030000,ConsensusOutcome,PayoutAmerican,int,32,True,The american odds payout ,True,True
6030000,ConsensusOutcome,PayoutDecimal,decimal,32,True,The decimal odds payout,True,True
6030000,ConsensusOutcome,Value,decimal,32,True,The number associated with the outcome (spread/total/etc),True,True
6030000,ConsensusOutcome,Participant,string,32,True,The name of the participant (typically team or player) associated with the outcome. NOTE: This is provided by the sportsbook. In the case of Player odds; we highly recommend using PlayerID as names of players can be inconsistent between sportsbooks.,True,False
6030000,ConsensusOutcome,IsAvailable,bool,32,True,Is this outcome available for betting as of last update,True,False
6030000,ConsensusOutcome,IsAlternate,bool,32,True,Is this an alternate value or the core value,True,False
6030000,ConsensusOutcome,Created,datetime,32,True,The created date of the outcome,True,False
6030000,ConsensusOutcome,Updated,datetime,32,True,The last updated date of the outcome,True,False
6030000,ConsensusOutcome,Unlisted,datetime,32,True,The datetime the outcome was unlisted (no longer available for bets),True,False
6030000,ConsensusOutcome,TeamID,int,32,True,The TeamID of the team assocated with this outcome (where applicable),True,True
6030000,ConsensusOutcome,PlayerID,int,32,True,The PlayerID of the player assocated with this outcome (where applicable),True,True
6030000,ConsensusOutcome,GlobalTeamID,int,32,True,The GlobalTeamID of the team assocated with this outcome (where applicable),False,True
6030000,ConsensusOutcome,SportsbookUrl,string,500,True,The URL for sportsbook event,True,True
6030000,ConsensusOutcome,IsInPlay,bool,1,True,Was this outcome created after the start time of the game (only applies when the betting event is of type game),True,False
6030000,ConsensusOutcome,SportsbookMarketID,string,100,True,The market ID on the given sportsbook when available for deep links,False,True
6030000,ConsensusOutcome,SportsbookOutcomeID,string,100,True,The outcome ID on the given sportsbook when available for deep links,False,True
6031000,BettingEntityMetadata,RecordId,integer,32,False,The id of the record.  Unique only within the same entity type (i.e. BettingMarketType Ids overlap with BettingBetType Ids),True,False
6031000,BettingEntityMetadata,Name,string,100,False,A text value for the record (e.g. Moneyline; Player Prop; 3rd Quarter),True,False
6032000,BettingEntityMetadataCollection,BettingBetTypes,BettingEntityMetadata[],32,True,A list of the possible BettingBetTypes (e.g. Moneyline; Spread),True,False
6032000,BettingEntityMetadataCollection,BettingMarketTypes,BettingEntityMetadata[],32,True,A list of the possible BettingMarketTypes (e.g. Game Line; Team Prop),True,False
6032000,BettingEntityMetadataCollection,BettingPeriodTypes,BettingEntityMetadata[],32,True,A list of the possible BettingPeriodTypes (e.g. Full Game; Regulation Time; 1st Half),True,False
6032000,BettingEntityMetadataCollection,BettingEventTypes,BettingEntityMetadata[],32,True,A list of the possible BettingEventTypes (e.g. Game; Future),True,False
6032000,BettingEntityMetadataCollection,BettingOutcomeTypes,BettingEntityMetadata[],32,True,A list of the possible BettingOutcomeTypes (e.g. Home; Over),True,False
6032000,BettingEntityMetadataCollection,BettingResultTypes,BettingEntityMetadata[],32,True,A list of the possible BettingResultTypes (e.g. Win; Loss; Push),True,False
6032000,BettingEntityMetadataCollection,ResultedMarketMetaData,BettingResultingMetadata[],,True,A list of the combinations of BettingMarketTypeID; BettingBetTypeID; and BettingPeriodTypeID that will be resulted,True,False
6033000,GameBettingSplit,GameID,integer,32,False,Unique Game ID associated with relevant game.,True,False
6033000,GameBettingSplit,SeasonType,integer,32,False,Season Type (e.g.  Preseason; Regular Season; Postseason),True,False
6033000,GameBettingSplit,Season,integer,32,False,End Year of Season (2021-22 would be 2022),True,False
6033000,GameBettingSplit,Day,datetime,32,True,Day of Game,True,False
6033000,GameBettingSplit,AwayTeam,string,32,True,Away Team,True,False
6033000,GameBettingSplit,HomeTeam,string,32,True,Home Team,True,False
6033000,GameBettingSplit,BettingMarketSplits,BettingMarketSplit[],32,False,The Betting Markets included in this game that have splits,True,False
6034000,BettingMarketSplit,BettingMarketID,integer,32,False,Unique ID of Betting Market,True,False
6034000,BettingMarketSplit,BettingEventID,integer,32,False,Unique ID of associated Betting Event,True,False
6034000,BettingMarketSplit,BettingMarketTypeID,integer,32,False,Market Type ID,True,False
6034000,BettingMarketSplit,BettingMarketType,string,100,False,Name of Market Type,True,False
6034000,BettingMarketSplit,BettingBetTypeID,integer,32,False,Bet Type ID ,True,False
6034000,BettingMarketSplit,BettingBetType,string,100,False,Name of Bet Type,True,False
6034000,BettingMarketSplit,BettingPeriodTypeID,integer,32,False,Betting Period Type ID,True,False
6034000,BettingMarketSplit,BettingPeriodType,string,100,False,Name of Betting Period,True,False
6034000,BettingMarketSplit,TeamID,integer,32,True,ID of associated Team,True,False
6034000,BettingMarketSplit,TeamKey,string,32,True,Short Team Name,True,False
6034000,BettingMarketSplit,PlayerID,integer,32,True,ID of associated Team,True,False
6034000,BettingMarketSplit,PlayerName,string,100,True,Name of Player,True,False
6034000,BettingMarketSplit,BettingSplits,BettingSplit[],32,False,List of Splits,True,False
6035000,BettingSplit,BettingMarketSplitID,integer,32,False,Unique ID of this Split instance,True,False
6035000,BettingSplit,BettingMarketID,integer,32,False,ID of associated Betting Market,True,False
6035000,BettingSplit,BettingOutcomeTypeID,integer,32,True,ID of associated Betting Outcome Type,True,False
6035000,BettingSplit,BettingOutcomeType,string,32,True,Name of Betting Outcome Type (e.g. Home; Away; Under; Over),True,False
6035000,BettingSplit,BetPercentage,integer,32,True,Percent of Bets Placed on this Outcome,True,True
6035000,BettingSplit,MoneyPercentage,integer,32,True,Percent of Money on this Outcome,True,True
6035000,BettingSplit,Created,datetime,32,False,When this split was first seen,True,False
6035000,BettingSplit,LastSeen,datetime,32,False,When this split was last updated,True,False
6036000,BettingMarketResult,BettingMarketID,integer,32,False,The unique identifier of this market,True,False
6036000,BettingMarketResult,BettingMarketTypeID,integer,32,False,The BettingMarketTypeID of this market,True,False
6036000,BettingMarketResult,BettingMarketType,string,100,False,The BettingMarketType of this market,True,False
6036000,BettingMarketResult,BettingBetTypeID,integer,32,False,The BettingBetTypeID of this market,True,False
6036000,BettingMarketResult,BettingBetType,string,100,False,The BettingBetType of this market,True,False
6036000,BettingMarketResult,BettingPeriodTypeID,integer,32,False,The BettingPeriodTypeID of this market,True,False
6036000,BettingMarketResult,BettingPeriodType,string,100,False,The BettingPeriodType of this market,True,False
6036000,BettingMarketResult,Name,string,100,True,The generic name of this market,True,False
6036000,BettingMarketResult,TeamID,integer,32,True,The team id of the team tied to this market (if applicable),True,False
6036000,BettingMarketResult,TeamKey,string,10,True,The team key of the team tied to this market (if applicable),True,False
6036000,BettingMarketResult,PlayerID,integer,32,True,The player id of the player tied to this market (if applicable),True,False
6036000,BettingMarketResult,PlayerName,string,100,True,The name of the player tied to this market (if applicable),True,False
6036000,BettingMarketResult,BettingOutcomeResults,BettingOutcomeResult[],,True,The list of outcomes under this market with results,True,False
6036000,BettingMarketResult,IsMarketResultingSupported,bool,32,False,Indicates whether resulting is supported for this kind of BettingMarket,True,False
6037000,BettingOutcomeResult,BettingOutcomeID,integer,32,False,The unique identifier of the outcome,True,False
6037000,BettingOutcomeResult,BettingResultTypeID,integer,32,True,The BettingResultType of this outcome,True,True
6037000,BettingOutcomeResult,BettingResultType,string,100,True,The string identifier of the BettingResultType of this outcome (e.g. Won; Lost; Push; Not Resulted; Incomplete),True,True
6037000,BettingOutcomeResult,BettingOutcomeTypeID,int,32,True,The BettingOutcomeTypeID of this outcome,True,False
6037000,BettingOutcomeResult,BettingOutcomeType,string,32,True,The BettingOutcomeType of this outcome,True,False
6037000,BettingOutcomeResult,BetValue,decimal,32,True,The value that was bet in this outcome (if applicable),True,True
6037000,BettingOutcomeResult,ActualValue,decimal,32,True,The value that actually occurred in game (if applicable),True,True
6038000,BettingResultingMetadata,BettingMarketTypeId,integer,32,False,The BettingMarketTypeID of this type of market which we can result,True,False
6038000,BettingResultingMetadata,BettingBetTypeId,integer,32,False,The BettingBetTypeID of this type of market which we can result,True,False
6038000,BettingResultingMetadata,BettingPeriodTypeId,integer,32,False,The BettingPeriodTypeID of this type of market which we can result,True,False
6039000,InjuredPlayer,PlayerID,int,32,False,Unique ID of player,True,False
6039000,InjuredPlayer,Name,string,32,False,Full name of player,True,False
6039000,InjuredPlayer,TeamID,int,32,False,Unique ID of team,True,False
6039000,InjuredPlayer,Team,string,32,False,Team name abbreviation,True,False
6039000,InjuredPlayer,Position,string,32,True,Position of player,True,False
6039000,InjuredPlayer,InjuryStatus,string,32,True,Injury status (Questionable; Out; etc),True,True
6039000,InjuredPlayer,InjuryBodyPart,string,32,True,Body part injured,True,True
6039000,InjuredPlayer,InjuryNotes,string,32,True,Injury description,True,True
6039000,InjuredPlayer,InjuryStartDate,datetime,32,True,Date on which injury occurred,True,True
